user_id,signup_date,acquisition_channel,primary_device,country,plan,quality_score,age_group
U004940,2025-10-25,organic,mobile,IN,pro,0.306,25-34
U004941,2025-11-21,organic,desktop,AU,starter,0.519,35-44
U004942,2025-12-29,organic,mobile,BR,pro,0.39,45-54
U004943,2025-12-01,organic,mobile,US,pro,0.358,55+
U004944,2025-10-03,organic,mobile,DE,starter,0.297,55+
U004945,2025-12-04,organic,desktop,UK,free,0.293,55+
U004946,2025-11-08,paid_search,desktop,JP,starter,0.529,55+
U004947,2025-11-12,paid_search,desktop,CA,free,0.457,35-44
U004948,2025-10-13,email,mobile,MX,free,0.126,18-24
U004949,2025-10-13,direct,mobile,CA,free,0.235,25-34
U004950,2025-12-25,direct,desktop,US,free,0.367,45-54
U004951,2025-10-05,direct,tablet,JP,free,0.137,35-44
U004952,2025-10-12,paid_search,mobile,JP,pro,0.602,45-54
U004953,2025-10-09,organic,desktop,BR,pro,0.332,35-44
U004954,2025-10-03,email,mobile,US,pro,0.064,45-54
U004955,2025-11-26,paid_search,mobile,CA,free,0.141,35-44
U004956,2025-11-14,paid_social,mobile,CA,free,0.233,25-34
U004957,2025-10-31,paid_social,mobile,CA,free,0.294,25-34
U004958,2025-10-16,email,desktop,FR,free,0.126,18-24
U004959,2025-12-29,paid_social,mobile,US,free,0.252,45-54
U004960,2025-10-31,organic,desktop,CA,starter,0.381,35-44
U004961,2025-10-06,email,desktop,US,pro,0.444,25-34
U004962,2025-10-03,email,mobile,AU,free,0.312,25-34
U004963,2025-10-24,paid_social,tablet,US,free,0.173,45-54
U004964,2025-10-12,referral,tablet,JP,starter,0.429,45-54
U004965,2025-11-22,paid_search,mobile,FR,free,0.224,35-44
U004966,2025-10-05,organic,desktop,FR,free,0.133,35-44
U004967,2025-10-14,organic,desktop,AU,starter,0.412,25-34
U004968,2025-12-06,referral,tablet,CA,free,0.538,35-44
U004969,2025-10-02,organic,desktop,UK,starter,0.43,25-34
U004970,2025-10-13,paid_social,desktop,US,free,0.167,25-34
U004971,2025-12-01,direct,desktop,US,starter,0.14,45-54
U004972,2025-10-28,referral,desktop,UK,free,0.348,55+
U004973,2025-10-13,paid_search,mobile,US,starter,0.472,35-44
U004974,2025-10-12,direct,mobile,US,starter,0.387,25-34
U004975,2025-10-04,organic,mobile,CA,pro,0.808,35-44
U004976,2025-10-13,paid_search,desktop,CA,starter,0.157,45-54
U004977,2025-10-09,organic,mobile,US,free,0.208,18-24
U004978,2025-11-07,paid_social,desktop,FR,starter,0.436,25-34
U004979,2025-10-08,referral,mobile,CA,free,0.304,25-34
U004980,2025-12-09,paid_search,desktop,US,starter,0.519,25-34
U004981,2025-10-02,organic,desktop,BR,free,0.152,35-44
U004982,2025-10-02,referral,mobile,AU,free,0.182,18-24
U004983,2025-10-15,organic,mobile,US,free,0.103,25-34
U004984,2025-12-13,email,desktop,CA,free,0.071,35-44
U004985,2025-10-30,organic,mobile,BR,free,0.324,35-44
U004986,2025-11-14,direct,desktop,US,pro,0.652,25-34
U004987,2025-10-16,email,mobile,MX,free,0.043,35-44
U004988,2025-10-03,paid_search,mobile,US,starter,0.647,25-34
U004989,2025-10-05,email,desktop,US,free,0.183,35-44
U004990,2025-11-09,email,mobile,US,free,0.409,25-34
U004991,2025-10-09,organic,mobile,US,free,0.335,35-44
U004992,2025-11-04,referral,mobile,CA,free,0.229,45-54
U004993,2025-12-29,direct,desktop,BR,starter,0.409,25-34
U004994,2025-11-03,organic,mobile,US,free,0.131,25-34
U004995,2025-11-11,direct,desktop,US,free,0.157,45-54
U004996,2025-11-15,paid_search,desktop,CA,free,0.104,25-34
U004997,2025-10-31,organic,mobile,US,free,0.389,18-24
U004998,2025-10-25,direct,desktop,US,starter,0.489,18-24
U004999,2025-10-11,direct,mobile,AU,pro,0.336,18-24
U005000,2025-10-07,paid_social,desktop,DE,free,0.335,25-34
U005001,2025-10-21,email,desktop,FR,starter,0.586,18-24
U005002,2025-10-05,email,mobile,CA,free,0.044,18-24
U005003,2025-10-16,direct,desktop,FR,free,0.198,18-24
U005004,2025-10-02,direct,mobile,US,free,0.555,35-44
U005005,2025-10-16,direct,mobile,UK,free,0.06,25-34
U005006,2025-10-27,paid_search,mobile,IN,pro,0.619,25-34
U005007,2025-12-29,paid_search,tablet,US,pro,0.336,25-34
U005008,2025-10-02,paid_search,desktop,DE,starter,0.236,18-24
U005009,2025-12-17,direct,mobile,UK,free,0.268,18-24
U005010,2025-10-08,email,mobile,IN,free,0.166,55+
U005011,2025-10-24,organic,mobile,IN,pro,0.124,25-34
U005012,2025-10-23,organic,mobile,US,free,0.172,25-34
U005013,2025-10-30,email,desktop,AU,free,0.185,25-34
U005014,2025-10-14,paid_search,mobile,US,free,0.39,45-54
U005015,2025-12-25,direct,mobile,US,starter,0.263,18-24
U005016,2025-11-13,organic,mobile,DE,starter,0.13,25-34
U005017,2025-11-11,organic,mobile,CA,free,0.056,45-54
U005018,2025-10-20,organic,desktop,DE,free,0.061,25-34
U005019,2025-11-26,email,desktop,IN,free,0.27,35-44
U005020,2025-10-04,direct,mobile,CA,pro,0.433,25-34
U005021,2025-10-28,email,desktop,AU,pro,0.373,25-34
U005022,2025-10-09,referral,desktop,US,free,0.16,25-34
U005023,2025-11-07,paid_social,tablet,AU,free,0.306,25-34
U005024,2025-10-21,organic,mobile,UK,starter,0.296,18-24
U005025,2025-10-10,email,mobile,US,free,0.502,35-44
U005026,2025-10-04,organic,mobile,BR,starter,0.532,25-34
U005027,2025-11-11,direct,mobile,US,free,0.282,25-34
U005028,2025-10-11,direct,mobile,US,starter,0.356,45-54
U005029,2025-10-02,organic,tablet,US,free,0.099,55+
U005030,2025-10-09,email,mobile,FR,free,0.182,25-34
U005031,2025-11-04,paid_social,mobile,US,free,0.191,45-54
U005032,2025-10-16,referral,mobile,FR,free,0.241,25-34
U005033,2025-12-29,direct,mobile,US,free,0.367,25-34
U005034,2025-11-03,organic,mobile,US,pro,0.118,25-34
U005035,2025-10-05,paid_search,desktop,UK,pro,0.629,25-34
U005036,2025-10-24,referral,tablet,US,free,0.041,25-34
U005037,2025-10-27,organic,mobile,FR,free,0.488,25-34
U005038,2025-10-06,paid_search,desktop,JP,free,0.342,45-54
U005039,2025-10-21,organic,mobile,US,free,0.048,55+
U005040,2025-10-07,paid_search,desktop,US,free,0.191,45-54
U005041,2025-10-16,paid_social,tablet,JP,starter,0.375,25-34
U005042,2025-11-08,paid_search,tablet,US,starter,0.217,35-44
U005043,2025-11-02,organic,desktop,US,pro,0.456,35-44
U005044,2025-10-27,paid_search,mobile,US,starter,0.483,35-44
U005045,2025-10-26,paid_search,desktop,BR,free,0.287,35-44
U005046,2025-10-01,direct,desktop,US,free,0.142,25-34
U005047,2025-10-12,direct,mobile,US,free,0.077,25-34
U005048,2025-10-17,paid_search,desktop,UK,starter,0.306,25-34
U005049,2025-12-29,organic,mobile,US,starter,0.299,55+
U005050,2025-11-14,email,mobile,JP,free,0.263,18-24
U005051,2025-11-01,email,mobile,JP,free,0.035,25-34
U005052,2025-10-21,direct,desktop,CA,free,0.217,35-44
U005053,2025-10-12,paid_social,desktop,US,free,0.276,45-54
U005054,2025-10-17,organic,mobile,CA,starter,0.22,45-54
U005055,2025-10-15,email,desktop,US,free,0.236,25-34
U005056,2025-10-28,referral,mobile,UK,free,0.471,45-54
U005057,2025-11-05,paid_search,mobile,IN,free,0.107,55+
U005058,2025-10-21,paid_search,mobile,US,free,0.394,18-24
U005059,2025-10-02,organic,mobile,UK,starter,0.305,35-44
U005060,2025-11-05,paid_search,desktop,DE,free,0.138,25-34
U005061,2025-10-04,organic,mobile,US,free,0.334,45-54
U005062,2025-10-15,organic,desktop,US,enterprise,0.468,35-44
U005063,2025-10-30,referral,mobile,US,free,0.159,25-34
U005064,2025-11-17,paid_search,desktop,US,free,0.097,25-34
U005065,2025-10-25,direct,desktop,CA,starter,0.379,35-44
U005066,2025-10-15,paid_search,mobile,AU,starter,0.308,18-24
U005067,2025-10-20,direct,desktop,AU,free,0.127,18-24
U005068,2025-12-29,organic,mobile,UK,free,0.122,35-44
U005069,2025-10-13,organic,tablet,US,pro,0.5,25-34
U005070,2025-12-29,direct,desktop,US,starter,0.062,35-44
U005071,2025-10-26,paid_social,mobile,US,starter,0.063,45-54
U005072,2025-10-10,paid_social,mobile,US,free,0.24,35-44
U005073,2025-10-20,organic,mobile,UK,free,0.158,25-34
U005074,2025-10-07,direct,desktop,US,free,0.179,45-54
U005075,2025-12-13,organic,mobile,UK,starter,0.58,35-44
U005076,2025-10-12,organic,desktop,DE,enterprise,0.43,55+
U005077,2025-10-22,direct,mobile,IN,free,0.127,25-34
U005078,2025-10-17,paid_search,mobile,IN,free,0.471,45-54
U005079,2025-10-21,email,mobile,AU,free,0.181,55+
U005080,2025-11-06,organic,mobile,UK,free,0.29,25-34
U005081,2025-10-07,paid_social,mobile,US,starter,0.564,55+
U005082,2025-10-01,paid_search,desktop,US,free,0.279,25-34
U005083,2025-10-06,paid_search,mobile,US,starter,0.156,55+
U005084,2025-10-19,direct,mobile,AU,starter,0.531,45-54
U005085,2025-12-29,organic,mobile,US,starter,0.407,35-44
U005086,2025-10-11,organic,desktop,US,starter,0.3,35-44
U005087,2025-10-02,email,mobile,IN,free,0.145,25-34
U005088,2025-11-04,paid_search,mobile,IN,starter,0.176,18-24
U005089,2025-11-17,organic,desktop,FR,free,0.199,25-34
U005090,2025-10-24,paid_social,tablet,US,free,0.273,25-34
U005091,2025-10-02,organic,desktop,AU,free,0.429,45-54
U005092,2025-10-20,direct,mobile,US,free,0.082,25-34
U005093,2025-10-09,paid_social,mobile,FR,free,0.065,18-24
U005094,2025-10-08,organic,mobile,US,pro,0.452,35-44
U005095,2025-10-07,direct,mobile,AU,free,0.403,25-34
U005096,2025-10-31,direct,desktop,MX,enterprise,0.394,45-54
U005097,2025-10-03,paid_social,mobile,US,starter,0.25,25-34
U005098,2025-11-02,organic,desktop,BR,free,0.166,25-34
U005099,2025-10-13,email,desktop,CA,free,0.048,25-34
U005100,2025-10-14,direct,desktop,US,free,0.176,25-34
U005101,2025-10-10,paid_social,desktop,UK,free,0.018,45-54
U005102,2025-10-09,paid_social,mobile,US,free,0.384,55+
U005103,2025-10-24,direct,desktop,DE,free,0.131,45-54
U005104,2025-10-30,email,desktop,FR,free,0.251,35-44
U005105,2025-10-15,direct,mobile,US,pro,0.365,25-34
U005106,2025-10-24,organic,tablet,AU,pro,0.419,45-54
U005107,2025-10-16,paid_search,desktop,AU,starter,0.256,18-24
U005108,2025-11-22,paid_search,desktop,DE,starter,0.101,25-34
U005109,2025-10-18,referral,mobile,US,starter,0.085,25-34
U005110,2025-10-02,paid_search,desktop,US,pro,0.567,35-44
U005111,2025-11-20,paid_search,tablet,FR,starter,0.203,35-44
U005112,2025-10-03,direct,mobile,UK,starter,0.304,35-44
U005113,2025-10-30,email,desktop,UK,free,0.646,18-24
U005114,2025-10-09,organic,mobile,US,free,0.127,18-24
U005115,2025-10-01,paid_social,mobile,US,free,0.267,25-34
U005116,2025-10-10,paid_search,mobile,JP,free,0.283,35-44
U005117,2025-10-21,organic,mobile,BR,free,0.028,25-34
U005118,2025-10-23,email,desktop,UK,free,0.35,25-34
U005119,2025-11-09,paid_social,desktop,IN,pro,0.417,55+
U005120,2025-11-13,referral,desktop,CA,starter,0.468,25-34
U005121,2025-10-16,direct,mobile,MX,free,0.193,45-54
U005122,2025-11-02,paid_search,desktop,US,free,0.051,35-44
U005123,2025-10-26,referral,mobile,IN,pro,0.454,18-24
U005124,2025-10-08,paid_search,mobile,US,free,0.106,35-44
U005125,2025-10-25,referral,mobile,US,free,0.078,25-34
U005126,2025-10-07,organic,mobile,US,pro,0.502,25-34
U005127,2025-10-04,organic,desktop,US,free,0.184,25-34
U005128,2025-10-17,paid_search,mobile,UK,free,0.19,18-24
U005129,2025-10-13,organic,desktop,IN,starter,0.163,45-54
U005130,2025-12-25,paid_search,mobile,US,starter,0.492,25-34
U005131,2025-10-28,email,mobile,US,free,0.282,45-54
U005132,2025-10-10,paid_social,mobile,JP,starter,0.519,45-54
U005133,2025-10-28,paid_social,desktop,US,starter,0.448,45-54
U005134,2025-12-04,direct,mobile,CA,starter,0.641,25-34
U005135,2025-10-03,email,mobile,BR,pro,0.784,35-44
U005136,2025-12-05,organic,mobile,IN,free,0.476,18-24
U005137,2025-12-29,direct,mobile,UK,starter,0.044,35-44
U005138,2025-10-11,paid_social,desktop,CA,starter,0.447,18-24
U005139,2025-10-19,organic,desktop,JP,free,0.28,25-34
U005140,2025-10-11,organic,desktop,CA,starter,0.289,25-34
U005141,2025-10-11,organic,desktop,AU,free,0.051,55+
U005142,2025-11-13,organic,mobile,US,free,0.083,25-34
U005143,2025-10-12,referral,desktop,US,pro,0.313,18-24
U005144,2025-10-15,referral,desktop,US,free,0.345,35-44
U005145,2025-10-22,paid_search,desktop,US,free,0.142,18-24
U005146,2025-11-21,organic,desktop,DE,starter,0.374,45-54
U005147,2025-10-02,organic,tablet,FR,free,0.126,45-54
U005148,2025-11-04,organic,mobile,US,starter,0.161,55+
U005149,2025-10-05,referral,desktop,US,free,0.378,45-54
U005150,2025-10-01,paid_social,desktop,DE,free,0.425,25-34
U005151,2025-10-14,paid_social,mobile,UK,free,0.224,25-34
U005152,2025-10-18,organic,mobile,UK,free,0.356,25-34
U005153,2025-12-04,organic,tablet,JP,free,0.227,18-24
U005154,2025-10-25,organic,tablet,UK,free,0.23,45-54
U005155,2025-10-18,organic,tablet,UK,free,0.079,35-44
U005156,2025-10-04,paid_search,desktop,DE,free,0.058,18-24
U005157,2025-10-29,organic,desktop,FR,free,0.208,35-44
U005158,2025-10-29,paid_search,desktop,DE,starter,0.521,18-24
U005159,2025-12-08,organic,mobile,US,free,0.081,25-34
U005160,2025-10-15,direct,desktop,IN,free,0.134,45-54
U005161,2025-12-01,organic,desktop,DE,free,0.024,25-34
U005162,2025-12-17,referral,mobile,FR,free,0.354,35-44
U005163,2025-11-26,paid_social,mobile,US,starter,0.052,35-44
U005164,2025-10-22,paid_social,mobile,MX,starter,0.285,35-44
U005165,2025-10-13,paid_social,mobile,JP,pro,0.465,25-34
U005166,2025-10-13,direct,mobile,US,free,0.1,18-24
U005167,2025-10-07,organic,mobile,US,free,0.095,35-44
U005168,2025-11-17,email,mobile,US,starter,0.57,45-54
U005169,2025-10-01,paid_search,mobile,CA,free,0.1,25-34
U005170,2025-10-20,organic,desktop,US,free,0.135,35-44
U005171,2025-10-15,direct,desktop,AU,pro,0.692,45-54
U005172,2025-10-05,direct,mobile,US,pro,0.402,25-34
U005173,2025-10-29,direct,mobile,US,starter,0.264,45-54
U005174,2025-10-20,direct,mobile,DE,starter,0.577,18-24
U005175,2025-11-13,email,desktop,CA,free,0.182,45-54
U005176,2025-10-23,referral,mobile,DE,free,0.266,25-34
U005177,2025-10-23,paid_search,mobile,US,free,0.195,35-44
U005178,2025-12-29,email,mobile,UK,free,0.268,18-24
U005179,2025-11-29,direct,mobile,US,free,0.222,18-24
U005180,2025-10-25,referral,desktop,BR,free,0.212,35-44
U005181,2025-10-25,paid_social,mobile,FR,starter,0.373,35-44
U005182,2025-10-20,email,mobile,US,free,0.083,35-44
U005183,2025-11-05,organic,mobile,BR,starter,0.405,25-34
U005184,2025-10-11,paid_search,desktop,US,free,0.292,35-44
U005185,2025-10-10,paid_search,mobile,CA,pro,0.269,35-44
U005186,2025-10-20,direct,mobile,US,free,0.407,55+
U005187,2025-12-03,paid_search,desktop,BR,free,0.503,55+
U005188,2025-11-10,direct,tablet,US,free,0.031,18-24
U005189,2025-10-27,direct,mobile,UK,free,0.065,25-34
U005190,2025-10-25,paid_search,mobile,IN,free,0.215,25-34
U005191,2025-10-23,email,desktop,DE,starter,0.346,25-34
U005192,2025-11-14,email,desktop,FR,free,0.298,35-44
U005193,2025-11-03,organic,mobile,IN,starter,0.195,35-44
U005194,2025-10-26,organic,desktop,JP,free,0.079,25-34
U005195,2025-10-07,paid_search,desktop,UK,free,0.238,55+
U005196,2025-11-11,organic,mobile,UK,free,0.03,25-34
U005197,2025-12-09,organic,mobile,FR,enterprise,0.625,35-44
U005198,2025-10-10,paid_search,desktop,UK,pro,0.36,35-44
U005199,2025-10-14,paid_social,mobile,CA,starter,0.388,35-44
U005200,2025-10-16,paid_search,desktop,MX,free,0.399,35-44
U005201,2025-11-24,referral,desktop,US,free,0.041,35-44
U005202,2025-11-01,organic,desktop,US,free,0.454,35-44
U005203,2025-10-07,organic,mobile,AU,pro,0.293,25-34
U005204,2025-10-19,direct,mobile,FR,free,0.407,25-34
U005205,2025-12-29,paid_search,tablet,IN,free,0.474,25-34
U005206,2025-10-20,paid_social,desktop,FR,free,0.077,35-44
U005207,2025-11-01,direct,mobile,DE,free,0.167,45-54
U005208,2025-12-22,paid_social,mobile,IN,starter,0.25,25-34
U005209,2025-10-17,email,mobile,JP,starter,0.638,25-34
U005210,2025-10-22,email,mobile,US,free,0.292,25-34
U005211,2025-11-13,paid_search,desktop,JP,starter,0.116,18-24
U005212,2025-10-02,organic,mobile,DE,free,0.14,35-44
U005213,2025-12-11,email,desktop,UK,free,0.379,18-24
U005214,2025-11-21,organic,mobile,DE,free,0.202,25-34
U005215,2025-12-29,referral,desktop,FR,starter,0.346,25-34
U005216,2025-10-18,paid_search,mobile,AU,pro,0.737,25-34
U005217,2025-10-25,email,mobile,US,free,0.375,25-34
U005218,2025-10-06,organic,mobile,US,free,0.269,45-54
U005219,2025-10-06,direct,tablet,BR,free,0.251,25-34
U005220,2025-10-02,email,desktop,JP,free,0.191,45-54
U005221,2025-10-24,paid_search,mobile,DE,free,0.102,45-54
U005222,2025-11-26,referral,desktop,US,free,0.231,25-34
U005223,2025-10-06,email,mobile,CA,free,0.225,35-44
U005224,2025-11-22,paid_social,desktop,UK,free,0.405,25-34
U005225,2025-12-04,organic,mobile,MX,free,0.368,25-34
U005226,2025-11-12,direct,mobile,US,enterprise,0.628,35-44
U005227,2025-12-29,paid_search,desktop,DE,starter,0.229,35-44
U005228,2025-11-08,paid_search,desktop,DE,free,0.474,35-44
U005229,2025-10-01,organic,mobile,UK,starter,0.155,18-24
U005230,2025-10-06,organic,mobile,US,free,0.1,45-54
U005231,2025-12-29,email,mobile,FR,enterprise,0.163,18-24
U005232,2025-10-18,paid_search,desktop,US,starter,0.596,35-44
U005233,2025-11-01,direct,desktop,US,starter,0.186,25-34
U005234,2025-10-31,organic,tablet,CA,free,0.281,35-44
U005235,2025-10-23,direct,mobile,US,starter,0.056,25-34
U005236,2025-10-05,paid_search,tablet,US,free,0.258,35-44
U005237,2025-10-16,organic,mobile,IN,free,0.246,25-34
U005238,2025-12-21,organic,desktop,AU,free,0.288,35-44
U005239,2025-10-15,paid_search,mobile,US,free,0.268,25-34
U005240,2025-11-01,organic,desktop,US,free,0.17,35-44
U005241,2025-10-29,paid_social,mobile,US,starter,0.585,25-34
U005242,2025-10-02,email,mobile,DE,free,0.356,18-24
U005243,2025-10-09,paid_search,mobile,US,starter,0.572,25-34
U005244,2025-11-05,paid_search,desktop,JP,pro,0.043,25-34
U005245,2025-10-12,direct,desktop,US,enterprise,0.619,35-44
U005246,2025-11-13,email,desktop,BR,starter,0.37,45-54
U005247,2025-10-03,organic,mobile,US,free,0.381,25-34
U005248,2025-10-06,organic,tablet,IN,free,0.041,25-34
U005249,2025-10-11,paid_search,desktop,US,enterprise,0.506,45-54
U005250,2025-11-03,direct,mobile,US,free,0.137,45-54
U005251,2025-10-19,direct,mobile,DE,free,0.27,35-44
U005252,2025-10-23,paid_social,mobile,US,starter,0.339,18-24
U005253,2025-10-31,organic,desktop,CA,enterprise,0.422,25-34
U005254,2025-10-20,email,mobile,US,free,0.144,18-24
U005255,2025-12-08,email,tablet,UK,free,0.482,35-44
U005256,2025-11-26,paid_search,mobile,MX,starter,0.126,35-44
U005257,2025-10-13,direct,desktop,DE,free,0.387,25-34
U005258,2025-10-02,organic,mobile,DE,free,0.074,45-54
U005259,2025-10-30,organic,mobile,FR,pro,0.522,25-34
U005260,2025-10-30,direct,desktop,CA,free,0.321,25-34
U005261,2025-10-13,email,mobile,DE,pro,0.617,45-54
U005262,2025-11-29,paid_search,mobile,DE,free,0.075,35-44
U005263,2025-10-20,paid_search,mobile,US,starter,0.276,45-54
U005264,2025-10-26,paid_search,mobile,US,free,0.121,35-44
U005265,2025-11-01,organic,mobile,US,free,0.52,18-24
U005266,2025-11-14,paid_search,desktop,IN,starter,0.12,35-44
U005267,2025-10-30,referral,mobile,CA,starter,0.248,18-24
U005268,2025-11-13,organic,mobile,BR,free,0.209,18-24
U005269,2025-10-19,paid_search,desktop,IN,pro,0.412,35-44
U005270,2025-10-01,organic,mobile,IN,pro,0.52,25-34
U005271,2025-10-04,organic,mobile,US,free,0.171,35-44
U005272,2025-10-11,organic,tablet,CA,free,0.29,25-34
U005273,2025-11-04,referral,mobile,CA,free,0.185,25-34
U005274,2025-12-29,email,mobile,US,free,0.162,25-34
U005275,2025-11-03,organic,desktop,US,free,0.039,55+
U005276,2025-10-13,referral,mobile,IN,free,0.125,55+
U005277,2025-10-05,direct,mobile,UK,starter,0.212,25-34
U005278,2025-10-10,direct,desktop,DE,free,0.115,45-54
U005279,2025-11-09,paid_social,desktop,CA,pro,0.62,35-44
U005280,2025-11-26,paid_social,mobile,US,pro,0.178,55+
U005281,2025-10-31,organic,desktop,CA,pro,0.379,25-34
U005282,2025-10-17,paid_search,desktop,US,pro,0.344,25-34
U005283,2025-10-01,paid_social,desktop,US,free,0.207,25-34
U005284,2025-11-16,referral,mobile,UK,free,0.062,25-34
U005285,2025-10-16,paid_search,desktop,CA,starter,0.164,25-34
U005286,2025-10-03,direct,desktop,FR,pro,0.617,45-54
U005287,2025-10-18,direct,desktop,AU,pro,0.77,18-24
U005288,2025-10-23,paid_social,desktop,UK,free,0.336,35-44
U005289,2025-10-06,referral,desktop,FR,starter,0.335,35-44
U005290,2025-10-28,email,desktop,UK,free,0.057,35-44
U005291,2025-10-26,paid_search,mobile,IN,starter,0.503,55+
U005292,2025-10-22,referral,desktop,US,free,0.05,35-44
U005293,2025-10-14,direct,mobile,US,starter,0.642,25-34
U005294,2025-10-27,referral,mobile,FR,free,0.187,25-34
U005295,2025-11-07,email,tablet,DE,free,0.402,25-34
U005296,2025-10-06,direct,desktop,US,pro,0.382,45-54
U005297,2025-12-29,organic,desktop,US,starter,0.333,45-54
U005298,2025-11-26,paid_social,mobile,FR,free,0.265,18-24
U005299,2025-10-27,organic,desktop,DE,free,0.119,18-24
U005300,2025-10-31,paid_search,mobile,MX,free,0.149,25-34
U005301,2025-10-21,organic,tablet,CA,starter,0.301,55+
U005302,2025-10-13,organic,mobile,US,starter,0.214,18-24
U005303,2025-11-16,paid_search,mobile,FR,free,0.236,45-54
U005304,2025-10-04,direct,desktop,CA,free,0.585,25-34
U005305,2025-10-04,email,mobile,IN,enterprise,0.393,25-34
U005306,2025-10-08,paid_search,mobile,BR,free,0.145,35-44
U005307,2025-10-04,email,desktop,US,free,0.391,25-34
U005308,2025-10-09,paid_social,mobile,FR,starter,0.572,55+
U005309,2025-11-13,organic,desktop,FR,free,0.383,18-24
U005310,2025-11-13,referral,mobile,US,free,0.501,25-34
U005311,2025-11-20,organic,mobile,UK,free,0.213,45-54
U005312,2025-10-01,paid_social,desktop,BR,starter,0.206,25-34
U005313,2025-10-01,organic,desktop,MX,starter,0.262,25-34
U005314,2025-11-11,paid_search,desktop,MX,free,0.42,35-44
U005315,2025-10-02,organic,mobile,UK,enterprise,0.505,35-44
U005316,2025-11-20,referral,desktop,BR,free,0.2,25-34
U005317,2025-11-20,organic,mobile,JP,free,0.248,25-34
U005318,2025-12-13,organic,desktop,US,free,0.206,25-34
U005319,2025-10-08,direct,desktop,AU,starter,0.156,25-34
U005320,2025-12-29,referral,tablet,UK,free,0.104,25-34
U005321,2025-10-10,direct,mobile,IN,free,0.074,45-54
U005322,2025-10-20,email,mobile,JP,starter,0.525,25-34
U005323,2025-10-22,organic,mobile,IN,starter,0.16,55+
U005324,2025-10-11,referral,mobile,US,starter,0.021,25-34
U005325,2025-10-20,paid_search,mobile,DE,free,0.147,45-54
U005326,2025-12-01,organic,mobile,US,pro,0.37,45-54
U005327,2025-10-03,email,tablet,US,free,0.332,25-34
U005328,2025-10-05,paid_search,mobile,US,starter,0.427,45-54
U005329,2025-10-12,referral,desktop,US,free,0.043,35-44
U005330,2025-11-20,organic,mobile,IN,free,0.128,45-54
U005331,2025-10-01,direct,desktop,UK,starter,0.363,25-34
U005332,2025-12-03,direct,mobile,UK,free,0.284,35-44
U005333,2025-11-23,organic,mobile,UK,free,0.27,25-34
U005334,2025-10-28,email,desktop,DE,starter,0.434,35-44
U005335,2025-11-14,organic,mobile,US,free,0.296,35-44
U005336,2025-10-23,organic,desktop,US,free,0.095,55+
U005337,2025-10-09,email,mobile,DE,starter,0.422,35-44
U005338,2025-10-16,direct,desktop,US,free,0.131,25-34
U005339,2025-11-10,organic,mobile,FR,free,0.308,45-54
U005340,2025-10-04,paid_search,mobile,FR,starter,0.4,25-34
U005341,2025-10-31,referral,mobile,US,free,0.186,18-24
U005342,2025-10-18,paid_social,mobile,US,starter,0.185,35-44
U005343,2025-12-24,paid_search,desktop,CA,free,0.201,18-24
U005344,2025-10-11,paid_social,desktop,FR,starter,0.568,35-44
U005345,2025-10-30,paid_search,desktop,IN,pro,0.307,25-34
U005346,2025-10-20,organic,mobile,US,free,0.037,35-44
U005347,2025-11-24,paid_social,mobile,FR,starter,0.314,25-34
U005348,2025-12-29,direct,desktop,BR,free,0.099,18-24
U005349,2025-11-23,paid_social,mobile,IN,free,0.27,25-34
U005350,2025-10-14,paid_social,mobile,US,starter,0.351,25-34
U005351,2025-10-04,paid_search,desktop,JP,free,0.577,25-34
U005352,2025-10-22,organic,desktop,JP,free,0.103,25-34
U005353,2025-10-30,email,mobile,FR,pro,0.461,35-44
U005354,2025-10-16,email,desktop,IN,free,0.223,35-44
U005355,2025-10-09,paid_social,desktop,UK,starter,0.367,25-34
U005356,2025-10-15,organic,desktop,US,free,0.076,45-54
U005357,2025-11-02,email,mobile,CA,free,0.276,55+
U005358,2025-11-17,email,mobile,US,enterprise,0.408,45-54
U005359,2025-11-16,organic,mobile,US,free,0.105,35-44
U005360,2025-11-10,email,tablet,UK,starter,0.166,55+
U005361,2025-10-23,email,desktop,UK,free,0.105,18-24
U005362,2025-10-30,email,mobile,DE,free,0.273,55+
U005363,2025-11-21,organic,desktop,US,free,0.429,25-34
U005364,2025-11-24,referral,desktop,US,free,0.447,35-44
U005365,2025-10-12,organic,mobile,US,free,0.36,18-24
U005366,2025-11-07,email,mobile,US,pro,0.322,35-44
U005367,2025-10-15,paid_social,desktop,US,free,0.236,35-44
U005368,2025-11-27,paid_search,desktop,CA,free,0.208,25-34
U005369,2025-10-06,paid_social,desktop,US,pro,0.423,25-34
U005370,2025-10-11,organic,mobile,UK,starter,0.161,55+
U005371,2025-10-01,organic,desktop,US,free,0.198,18-24
U005372,2025-11-19,direct,desktop,IN,free,0.14,18-24
U005373,2025-10-14,organic,mobile,US,starter,0.271,25-34
U005374,2025-12-09,paid_social,mobile,DE,starter,0.226,25-34
U005375,2025-11-13,organic,mobile,US,starter,0.461,25-34
U005376,2025-10-01,email,desktop,AU,free,0.048,35-44
U005377,2025-10-07,organic,mobile,AU,free,0.306,25-34
U005378,2025-10-17,direct,desktop,CA,starter,0.345,35-44
U005379,2025-10-31,paid_search,mobile,UK,free,0.362,55+
U005380,2025-10-09,paid_social,mobile,US,free,0.147,35-44
U005381,2025-12-18,paid_social,desktop,IN,pro,0.413,25-34
U005382,2025-10-20,paid_social,desktop,DE,starter,0.273,35-44
